,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,salary_indicated,num_words_company_profile
8215,US,False,True,True,Part-time,Entry level,Normal education,Healthcare,Other,0,17
8216,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Information Technology,0,61
8217,AR,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,41
8218,GB,False,True,False,,,,,,0,131
8219,US,False,True,True,Contract,Entry level,Higher Education,Education,Education,0,10
8220,US,True,True,True,Full-time,Executive,Higher Education,Computer and Technology,Sales,0,112
8221,SG,False,True,False,Full-time,Entry level,Higher Education,Media and News,Marketing,0,87
8222,US,False,True,True,Full-time,Internship,Highest Education,Computer and Technology,Business Development,0,83
8223,NZ,False,True,False,Full-time,Mid-Senior level,Certification,Computer and Technology,Information Technology,1,142
8224,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Media and News,,0,192
8225,GB,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Consulting,0,178
8226,US,False,True,False,Full-time,Entry level,,Telecommunication,Sales,1,65
8227,NZ,False,True,True,Full-time,Mid-Senior level,,Manufacturing,Sales,0,32
8228,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Fashion,Engineering,0,145
8229,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Engineering,0,93
8230,US,False,True,False,Full-time,Associate,Higher Education,Government and Legislation,Customer Service,0,86
8231,FR,False,True,True,,,,Computer and Technology,,0,175
8232,US,False,True,True,Part-time,,,Healthcare,Health Care Provider,0,29
8233,NZ,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Information Technology,1,312
8234,US,False,True,False,Part-time,Entry level,Normal education,Healthcare,Customer Service,0,86
8235,US,False,False,False,Full-time,,,Finance and Economic,,0,32
8236,,False,True,True,,,,,,0,48
8237,GR,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Product Management,0,39
8238,US,False,True,True,Contract,,Higher Education,Education,,0,10
8239,US,False,True,False,,,,,,0,192
8240,GR,False,True,True,Full-time,Mid-Senior level,Higher Education,Hospitality,Sales,0,236
8241,US,False,True,True,Full-time,Associate,Higher Education,Education,Sales,0,148
8242,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Transportation,Information Technology,0,144
8243,US,False,False,False,Full-time,,,,,0,32
8244,US,False,True,True,,,,Fashion,,0,293
8245,US,False,True,False,Full-time,,,Advertising and marketing,Strategy/Planning,0,148
8246,US,False,True,True,Contract,,Higher Education,Education,,0,10
8247,IL,False,True,False,Full-time,Entry level,Unspecified,Computer and Technology,Customer Service,0,65
8248,US,False,True,True,Full-time,Associate,Higher Education,Non-Profit Organisation,Customer Service,0,120
8249,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,71
8250,GB,False,True,True,Contract,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,226
8251,US,False,False,False,Full-time,,,Computer and Technology,,0,32
8252,GR,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Customer Service,0,112
8253,US,False,True,True,Temporary,Entry level,Higher Education,Computer and Technology,Information Technology,0,155
8254,US,False,True,True,Part-time,Not Applicable,Normal education,Manufacturing,Production,0,180
8255,GB,False,True,False,Full-time,,,Hospitality,,1,163
8256,US,False,True,False,,,,,,0,123
8257,US,False,True,True,Full-time,Entry level,Normal education,Advertising and marketing,Sales,0,37
8258,ES,False,False,True,Full-time,Mid-Senior level,Unspecified,Entertainment,Finance,0,73
8259,GB,False,True,True,Part-time,Not Applicable,Unspecified,Education,Education,0,187
8260,US,False,True,False,Part-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
8261,US,False,True,False,,,,Manufacturing,,0,110
8262,PH,False,True,False,Full-time,,Higher Education,Hospitality,Information Technology,0,111
8263,US,False,True,True,Full-time,,,Computer and Technology,Marketing,0,112
8264,US,False,True,False,Full-time,Entry level,Normal education,Telecommunication,Customer Service,1,86
8265,US,False,True,False,Full-time,Entry level,Normal education,Entertainment,General Business,0,86
8266,US,False,True,True,Contract,,Higher Education,Education,,0,10
8267,US,False,True,False,Full-time,,,,,0,104
8268,NZ,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,216
8269,MY,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,181
8270,US,False,True,True,Part-time,Entry level,Normal education,Entertainment,,0,109
8271,GB,False,True,True,Full-time,,,Finance and Economic,Marketing,0,53
8272,IN,False,True,True,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Engineering,0,79
8273,NZ,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Information Technology,0,290
8274,US,False,True,False,Full-time,Executive,,Computer and Technology,Sales,0,86
8275,GB,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Art/Creative,1,97
8276,GB,False,True,False,Full-time,Associate,Higher Education,Finance and Economic,Data Analyst,0,137
8277,NZ,False,True,True,Full-time,Associate,,Computer and Technology,Sales,0,290
8278,US,False,True,False,Full-time,,,Energy,,0,141
8279,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Finance and Economic,Information Technology,0,103
8280,US,False,True,False,,,,Fashion,Engineering,0,59
8281,US,False,True,True,Full-time,Entry level,Higher Education,Hospitality,Sales,0,220
8282,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Sales,0,114
8283,US,False,True,False,,,,,,0,123
8284,US,False,True,True,Full-time,Entry level,,Advertising and marketing,Sales,1,207
8285,DE,False,True,False,Full-time,Entry level,Unspecified,Computer and Technology,,1,147
8286,IQ,True,True,True,Full-time,Mid-Senior level,Higher Education,Education,Information Technology,0,184
8287,US,True,True,True,Contract,Mid-Senior level,Higher Education,Computer and Technology,Consulting,0,155
8288,US,False,True,False,Full-time,,Higher Education,Manufacturing,Accounting/Auditing,0,247
8289,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Fashion,Art/Creative,0,70
8290,SA,False,True,False,,Associate,Highest Education,Healthcare,Health Care Provider,1,84
8291,US,False,True,True,Full-time,Associate,,Energy,,0,141
8292,GB,False,True,False,Full-time,Associate,Higher Education,Advertising and marketing,Human Resources,0,116
8293,DE,False,True,True,,,,,,0,64
8294,US,False,True,False,Full-time,Director,Highest Education,Computer and Technology,Sales,1,51
8295,US,False,True,False,,,,Hospitality,Customer Service,0,184
8296,CA,False,True,False,Full-time,Not Applicable,Certification,Advertising and marketing,Art/Creative,1,92
8297,AU,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Information Technology,1,118
8298,US,False,False,False,Full-time,,,,,0,32
8299,NL,False,True,False,Full-time,,,Advertising and marketing,Production,0,203
8300,US,False,True,False,Full-time,,,Construction,Sales,0,110
8301,US,False,True,True,Part-time,Associate,Vocational,Non-Profit Organisation,Customer Service,0,64
8302,US,False,True,True,Full-time,Entry level,Unspecified,,,0,168
8303,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Product Management,0,120
8304,GB,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Engineering,0,58
8305,US,False,True,True,,,,Manufacturing,Other,0,243
8306,US,False,True,False,Full-time,,,Finance and Economic,,0,54
8307,US,False,True,False,,,,Healthcare,,0,319
8308,US,False,True,True,Contract,,Higher Education,Education,,0,10
8309,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Information Technology,0,330
8310,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Fashion,Design,1,308
8311,GR,False,True,True,Full-time,Associate,Unspecified,Computer and Technology,Sales,0,66
8312,US,False,True,True,Part-time,Entry level,Normal education,Telecommunication,Customer Service,0,120
8313,US,False,True,False,Full-time,Entry level,,Hospitality,,1,184
8314,PL,False,True,True,,,,,,0,25
8315,GB,False,True,False,Full-time,Associate,,Entertainment,,0,79
8316,US,False,True,True,Full-time,Mid-Senior level,,Healthcare,,0,121
8317,GB,False,True,False,Full-time,Mid-Senior level,,Fashion,,0,93
8318,GR,False,True,False,Full-time,Mid-Senior level,Certification,Telecommunication,Customer Service,0,108
8319,US,False,True,False,Full-time,Associate,Higher Education,Advertising and marketing,Marketing,0,46
8320,US,False,True,False,Full-time,Associate,,Energy,,0,141
8321,US,False,True,False,Full-time,,,,,0,141
8322,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,85
8323,US,False,True,True,Full-time,Associate,Higher Education,Media and News,Public Relations,0,261
8324,DE,False,True,True,Other,,,Education,Other,0,107
8325,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Hospitality,Management,0,86
8326,US,False,True,False,Full-time,Associate,Higher Education,Government and Legislation,Sales,0,215
8327,US,False,True,False,Full-time,Mid-Senior level,,Advertising and marketing,Marketing,0,98
8328,GB,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,205
8329,GR,True,False,False,Contract,,Higher Education,Computer and Technology,Information Technology,0,16
8330,DE,False,True,True,Full-time,Associate,Higher Education,Finance and Economic,Sales,0,16
8331,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Hospitality,Management,0,86
8332,US,False,True,True,Full-time,,,Entertainment,,0,109
8333,US,False,True,True,,,,,,0,36
8334,US,False,True,False,Full-time,Mid-Senior level,Highest Education,Computer and Technology,Engineering,1,67
8335,US,False,True,True,Full-time,Associate,Higher Education,Finance and Economic,Finance,0,100
8336,GR,False,True,True,Full-time,Entry level,Higher Education,Telecommunication,Quality Assurance,0,108
8337,US,False,True,True,Full-time,Associate,Normal education,Media and News,Other,0,120
8338,GB,False,True,False,Full-time,Director,Higher Education,Telecommunication,Business Analyst,0,392
8339,US,False,True,False,,,,,,0,70
8340,US,False,True,False,Part-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
8341,GB,False,True,True,,Not Applicable,Normal education,,,0,131
8342,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
8343,NL,False,True,False,Full-time,Associate,,Computer and Technology,Information Technology,0,79
8344,US,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Consulting,0,178
8345,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Quality Assurance,1,124
8346,GB,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,178
8347,US,False,True,False,,,,,,0,141
8348,GB,False,True,True,,,,Finance and Economic,,0,53
8349,US,False,True,False,,,,,,0,141
8350,US,False,True,True,Contract,Entry level,Higher Education,Education,Education,0,10
8351,US,False,True,True,Part-time,,Highest Education,Education,Education,0,101
8352,US,False,False,False,Full-time,,,,,0,32
8353,GB,False,True,False,Full-time,Associate,Normal education,Advertising and marketing,Production,0,116
8354,US,False,True,True,Full-time,,Higher Education,Advertising and marketing,Engineering,0,147
8355,US,True,True,False,Full-time,Associate,Higher Education,Computer and Technology,Sales,1,48
8356,US,False,True,False,,,,,,0,119
8357,US,False,True,False,,,,,Customer Service,0,184
8358,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Entertainment,Management,0,67
8359,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Administrative,0,163
8360,GB,False,True,False,Full-time,Director,,Computer and Technology,Management,0,53
8361,US,False,True,False,,,,Manufacturing,,0,110
8362,US,False,True,True,Contract,Entry level,Higher Education,Education,Education,0,10
8363,GB,False,True,False,Full-time,Entry level,Higher Education,Computer and Technology,Business Analyst,0,264
8364,US,False,True,False,Full-time,,Higher Education,Computer and Technology,,0,84
8365,CA,False,True,False,Full-time,Mid-Senior level,Higher Education,Entertainment,Engineering,1,92
8366,US,False,False,False,Full-time,,,Finance and Economic,,0,32
8367,PL,False,True,False,Full-time,Not Applicable,Unspecified,Fashion,Information Technology,0,35
8368,US,False,False,False,Full-time,,,,,0,32
8369,IL,True,True,False,Full-time,,,Fashion,Design,0,74
8370,US,False,True,True,Contract,,Higher Education,Education,,0,10
8371,US,False,True,False,,,,,,0,154
8372,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Government and Legislation,Business Development,0,220
8373,IE,False,True,True,Full-time,Entry level,,Computer and Technology,Information Technology,0,270
8374,US,False,True,True,Full-time,Mid-Senior level,Certification,Healthcare,Health Care Provider,0,30
8375,US,False,True,True,Full-time,Associate,,Computer and Technology,Quality Assurance,0,141
8376,US,False,False,True,Full-time,Mid-Senior level,Higher Education,Transportation,Accounting/Auditing,1,104
8377,GR,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,Marketing,0,249
8378,US,False,True,False,Part-time,Entry level,Normal education,Government and Legislation,Customer Service,0,86
8379,PH,False,True,False,Full-time,Mid-Senior level,Higher Education,Construction,Design,0,76
8380,GB,False,True,True,Full-time,Not Applicable,,HR and Consulting,Administrative,0,131
8381,US,False,True,False,Full-time,Mid-Senior level,Highest Education,Computer and Technology,Consulting,0,198
8382,US,False,True,True,Full-time,Entry level,Higher Education,Fashion,Administrative,0,220
8383,US,False,True,True,Part-time,Entry level,Normal education,Telecommunication,Customer Service,0,120
8384,US,False,False,False,Full-time,,,,,0,32
8385,IN,False,True,True,Full-time,Mid-Senior level,Highest Education,Healthcare,Research,0,81
8386,DE,False,True,False,Full-time,Internship,Higher Education,Media and News,Marketing,0,92
8387,US,False,True,False,Contract,Not Applicable,Normal education,Computer and Technology,,1,87
8388,GB,False,True,True,Full-time,Associate,Unspecified,Computer and Technology,Customer Service,1,51
8389,GB,False,True,True,Full-time,Associate,Normal education,Entertainment,Marketing,0,80
8390,US,False,True,True,Full-time,Mid-Senior level,Normal education,Fashion,Customer Service,0,140
8391,CY,False,True,True,,,,,,0,70
8392,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,Management,0,77
8393,GR,False,True,False,,,,,,0,45
8394,US,False,True,True,Full-time,Entry level,Normal education,Non-Profit Organisation,Other,1,222
8395,US,False,True,True,Contract,,Higher Education,Education,Education,0,10
8396,US,False,True,False,Full-time,Mid-Senior level,Unspecified,Finance and Economic,Quality Assurance,0,19
8397,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,333
8398,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,71
8399,US,False,True,True,Full-time,Associate,Higher Education,Healthcare,Other,0,137
8400,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Telecommunication,Engineering,0,173
8401,US,False,False,False,Full-time,Not Applicable,Higher Education,Energy,Engineering,0,32
8402,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Media and News,,0,192
8403,GB,False,True,True,Full-time,Not Applicable,Normal education,Healthcare,Administrative,0,131
8404,US,False,False,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,Engineering,0,32
8405,US,False,True,True,Full-time,Entry level,Normal education,Healthcare,Health Care Provider,0,87
8406,US,False,True,False,,,,,,0,192
8407,US,False,False,False,Full-time,,,,,0,32
8408,US,True,True,True,Full-time,,Higher Education,Fashion,Marketing,0,66
8409,NZ,False,False,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,132
8410,PT,False,True,False,Full-time,Entry level,,Computer and Technology,General Business,0,85
8411,NG,False,True,True,Full-time,Mid-Senior level,,Telecommunication,Sales,0,392
8412,FR,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Design,0,126
8413,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,333
8414,US,False,True,True,Full-time,Entry level,,Food and Beverage,,0,97
8415,US,False,True,False,Part-time,,,Computer and Technology,,0,141
8416,NZ,False,True,False,,,,Fashion,,0,181
8417,US,False,True,False,Contract,,Higher Education,Education,,0,10
8418,US,False,True,False,Full-time,Entry level,Normal education,HR and Consulting,Quality Assurance,0,86
8419,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Customer Service,0,116
8420,US,False,True,False,,,,Finance and Economic,,0,105
8421,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Training,1,201
8422,DE,False,True,True,,,,,,0,20
8423,US,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,Engineering,0,86
8424,NZ,False,True,True,Temporary,,,,,0,32
8425,US,False,True,False,,,,,,0,123
8426,GR,False,True,True,Full-time,,Higher Education,Computer and Technology,Engineering,0,48
8427,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Accounting/Auditing,0,163
8428,US,False,True,False,Full-time,Entry level,Normal education,Construction,Other,0,35
8429,US,False,True,True,Contract,,Higher Education,Education,,0,10
8430,BE,False,True,False,Full-time,,Higher Education,Computer and Technology,Sales,0,51
8431,DE,False,True,True,Full-time,Mid-Senior level,Highest Education,HR and Consulting,Strategy/Planning,0,134
8432,US,False,False,False,Full-time,,,Advertising and marketing,,0,32
8433,US,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Engineering,0,72
8434,US,False,True,False,Full-time,Associate,Normal education,Construction,Other,0,35
8435,US,False,True,True,,,,Entertainment,,0,111
8436,US,False,True,False,Full-time,Entry level,Normal education,Telecommunication,Customer Service,1,86
8437,US,False,True,False,Contract,Mid-Senior level,,,Information Technology,0,136
8438,DE,False,True,False,Full-time,Not Applicable,Unspecified,Computer and Technology,Sales,0,85
8439,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Marketing,0,155
8440,,False,True,True,,,,,,0,48
8441,ES,False,True,True,Full-time,Not Applicable,Unspecified,Computer and Technology,Other,0,78
8442,US,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,Project Management,0,85
8443,US,False,True,True,Full-time,Associate,Higher Education,HR and Consulting,Human Resources,1,350
8444,US,False,True,True,Full-time,Mid-Senior level,Highest Education,Aerospace,Engineering,0,90
8445,US,False,True,True,Full-time,Associate,Higher Education,Finance and Economic,Finance,0,148
8446,,False,True,True,Full-time,Associate,,Finance and Economic,Business Development,0,105
8447,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Production,0,126
8448,GR,False,True,False,Full-time,Entry level,Higher Education,Computer and Technology,Engineering,0,82
8449,US,False,True,True,Part-time,,,,,0,120
8450,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Human Resources,0,178
8451,US,False,True,True,Full-time,,Higher Education,,Human Resources,0,92
8452,US,False,True,False,Part-time,Entry level,Normal education,Hospitality,Sales,0,218
8453,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
8454,GB,False,True,True,Full-time,Not Applicable,Certification,Hospitality,Business Development,1,113
8455,US,False,True,True,Full-time,Director,Higher Education,Computer and Technology,Information Technology,1,207
8456,US,False,True,False,Full-time,,,Computer and Technology,,0,87
8457,US,False,True,True,,,,Manufacturing,Other,0,243
8458,BR,False,True,True,Full-time,,,Finance and Economic,,0,107
8459,GB,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,264
8460,US,True,True,True,Full-time,Director,,Computer and Technology,Information Technology,0,82
8461,DE,False,True,True,Full-time,,,Computer and Technology,,0,20
8462,DE,False,True,False,Full-time,,,Fashion,Engineering,1,83
8463,US,False,True,False,Full-time,,,Construction,Sales,0,110
8464,JP,False,True,False,Full-time,Not Applicable,,Advertising and marketing,Art/Creative,0,201
8465,GR,False,True,True,Full-time,,,Fashion,,0,211
8466,IN,False,True,False,Full-time,Mid-Senior level,Highest Education,Computer and Technology,Information Technology,0,311
8467,US,False,True,True,Full-time,Associate,Unspecified,Healthcare,Sales,1,207
8468,GB,False,True,False,Full-time,Associate,Unspecified,Computer and Technology,Research,1,201
8469,FR,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Data Analyst,0,74
8470,US,False,True,False,Full-time,Entry level,Normal education,Food and Beverage,Production,0,25
8471,US,False,True,True,Part-time,Associate,Certification,Healthcare,Health Care Provider,0,71
8472,,False,True,True,,,,,,0,48
8473,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Energy,Project Management,0,77
8474,US,False,True,True,Full-time,,,Computer and Technology,Engineering,0,13
8475,US,False,True,True,Full-time,Not Applicable,Normal education,Computer and Technology,Information Technology,1,78
8476,CA,False,True,False,Full-time,,,Fashion,,0,104
8477,US,False,True,False,Full-time,Entry level,Higher Education,Computer and Technology,Information Technology,0,588
8478,IN,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Sales,0,128
8479,GB,False,True,True,Full-time,Entry level,Unspecified,Computer and Technology,Sales,1,63
8480,AU,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Production,0,118
8481,US,False,True,True,,,,,,0,30
8482,GR,False,True,False,Full-time,,,HR and Consulting,Other,0,182
8483,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,1,184
8484,CA,False,True,True,,,Certification,Healthcare,Health Care Provider,0,134
8485,US,False,True,False,,,,Fashion,,0,33
8486,US,False,True,True,Contract,,Higher Education,Education,,0,10
8487,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Strategy/Planning,0,63
8488,US,False,False,False,Full-time,,,Manufacturing,,0,32
8489,AU,False,True,False,Other,Internship,,Media and News,Other,0,184
8490,US,False,True,True,Full-time,Associate,Higher Education,Finance and Economic,Finance,0,120
8491,US,False,True,True,Full-time,Mid-Senior level,Highest Education,Advertising and marketing,Engineering,0,147
8492,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,100
8493,GB,False,True,True,,Not Applicable,Normal education,,,0,131
8494,US,False,True,True,Part-time,Entry level,Higher Education,Non-Profit Organisation,General Business,0,120
8495,US,False,True,False,Full-time,Associate,,Computer and Technology,Purchasing,0,154
8496,US,False,True,True,,,,,,0,74
8497,CA,False,False,False,Full-time,,,Computer and Technology,,0,32
8498,US,False,False,False,Contract,,,,,0,196
8499,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Healthcare,Sales,1,207
8500,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,,0,87
8501,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
8502,QA,False,True,False,,,,Education,,0,109
8503,GB,False,True,False,,,,,,0,131
8504,US,False,True,False,Temporary,Entry level,Normal education,Telecommunication,Customer Service,0,35
8505,US,False,True,False,Full-time,Executive,Higher Education,Advertising and marketing,Sales,0,350
8506,US,False,True,False,Part-time,Associate,Highest Education,Healthcare,Health Care Provider,0,96
8507,US,False,True,True,Full-time,Associate,Higher Education,Manufacturing,Accounting/Auditing,0,320
8508,GB,False,True,True,,Not Applicable,Normal education,,,0,131
8509,IE,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Marketing,0,270
8510,BE,False,True,False,Full-time,Mid-Senior level,,Manufacturing,Engineering,0,21
8511,GB,False,True,True,,,,Entertainment,,0,80
8512,GB,False,True,False,Full-time,Associate,Higher Education,Finance and Economic,Data Analyst,1,105
8513,GB,True,True,True,Full-time,Associate,Unspecified,Computer and Technology,Product Management,0,233
8514,GB,False,True,True,Full-time,,,,,0,70
8515,AU,False,True,True,Full-time,Mid-Senior level,Higher Education,Media and News,Advertising,1,116
8516,GB,False,True,False,Full-time,Not Applicable,Normal education,Hospitality,Customer Service,0,131
8517,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,1,41
8518,KR,False,True,True,Contract,,Higher Education,Education,,0,10
8519,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Management,0,130
8520,US,False,True,True,,,,Manufacturing,Other,0,243
8521,US,False,True,True,Contract,,Higher Education,Education,,0,10
8522,US,False,True,True,Contract,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,49
8523,US,False,True,False,Full-time,,,Finance and Economic,,0,148
8524,GB,True,True,False,,,,,,0,16
8525,US,True,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,121
8526,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
8527,US,True,True,True,Contract,Not Applicable,,,Design,0,52
8528,US,False,False,False,Full-time,,,,,0,32
8529,PH,False,True,True,Full-time,Mid-Senior level,,Advertising and marketing,Writing/Editing,0,37
8530,HK,False,True,False,Full-time,Entry level,,Computer and Technology,,0,55
8531,AU,False,True,True,,,,,,0,188
8532,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Administrative,0,86
8533,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Engineering,0,53
8534,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Art/Creative,0,264
8535,GB,False,True,True,Full-time,,Higher Education,Computer and Technology,Engineering,1,201
8536,US,False,True,False,Part-time,Internship,,Education,Art/Creative,0,105
8537,GB,False,True,False,Full-time,Mid-Senior level,Highest Education,Hospitality,Sales,0,7
8538,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Sales,0,163
8539,US,False,True,True,Full-time,Mid-Senior level,Higher Education,HR and Consulting,Administrative,0,120
8540,US,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Engineering,0,33
8541,AU,False,False,False,,,,Construction,,0,264
8542,US,False,True,True,Contract,,Higher Education,Education,,0,10
8543,US,False,True,False,,,,Fashion,,0,61
8544,,False,True,False,,,,,,0,218
8545,IN,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,1,48
8546,US,False,True,False,Full-time,,,Computer and Technology,Information Technology,0,146
8547,SG,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,,0,87
8548,GR,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Engineering,0,48
8549,US,True,True,True,,,,Fashion,,0,145
8550,US,False,True,True,Full-time,,,Healthcare,Quality Assurance,0,421
8551,US,False,True,False,Full-time,Associate,,Healthcare,Marketing,0,46
8552,GB,False,True,True,Contract,,Higher Education,Education,,0,10
8553,NO,False,True,True,Full-time,Associate,Highest Education,Computer and Technology,Business Development,0,104
8554,US,False,True,True,,Entry level,Normal education,Fashion,Health Care Provider,0,64
8555,GB,True,False,True,Full-time,Not Applicable,Unspecified,Computer and Technology,Engineering,0,95
8556,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Hospitality,Information Technology,0,83
8557,US,False,True,False,Full-time,,,Manufacturing,Administrative,0,124
8558,CA,False,True,False,Full-time,Entry level,Normal education,Entertainment,Customer Service,0,86
8559,US,False,False,False,Full-time,,,Energy,,0,32
8560,US,False,True,True,Full-time,,Normal education,Fashion,Engineering,0,178
8561,GB,False,True,False,Full-time,Associate,Higher Education,Finance and Economic,Sales,1,105
8562,US,False,True,True,Part-time,Not Applicable,Normal education,Manufacturing,Production,0,180
8563,US,False,True,False,,,,Construction,Sales,0,110
8564,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Information Technology,1,184
8565,US,False,True,True,Contract,,Higher Education,Education,,0,10
8566,GB,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Marketing,0,178
8567,US,False,True,False,Full-time,Associate,Unspecified,Finance and Economic,Sales,0,148
8568,US,False,True,False,Full-time,,,,,0,69
8569,US,False,True,True,,,,,,0,93
8570,US,False,True,False,Full-time,Entry level,,Advertising and marketing,Art/Creative,0,203
8571,US,False,True,False,Full-time,Mid-Senior level,Highest Education,Energy,Engineering,0,54
8572,US,False,True,False,Full-time,Associate,,Energy,,0,141
8573,GB,False,True,True,Full-time,Not Applicable,Normal education,Computer and Technology,Administrative,1,55
8574,GB,False,True,False,,,,Finance and Economic,Human Resources,0,53
8575,,False,True,False,,,,Computer and Technology,,0,119
8576,US,False,True,True,Full-time,Entry level,Normal education,Non-Profit Organisation,Customer Service,0,41
8577,US,False,True,True,Full-time,,,Energy,,0,141
8578,US,True,True,False,Contract,,,,,0,17
8579,US,True,True,False,Contract,,,Fashion,,0,204
8580,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,115
8581,US,False,True,True,,,,Education,,0,215
